ppTime.la,ppTime.ab,ppTime.bo,ppTime.or,ppTime.ra,ppTime.at,ppTime.to,ppTime.oi,ppTime.ir,ppTime.re,ppTime.eg,ppTime.gr,ppTime.re,ppTime.ey,ppTime.yc,prTime.la,prTime.ab,prTime.bo,prTime.or,prTime.ra,prTime.at,prTime.to,prTime.oi,prTime.ir,prTime.re,prTime.eg,prTime.gr,prTime.re,prTime.ey,prTime.yc,rpTime.la,rpTime.ab,rpTime.bo,rpTime.or,rpTime.ra,rpTime.at,rpTime.to,rpTime.oi,rpTime.ir,rpTime.re,rpTime.eg,rpTime.gr,rpTime.re,rpTime.ey,rpTime.yc,rrTime.la,rrTime.ab,rrTime.bo,rrTime.or,rrTime.ra,rrTime.at,rrTime.to,rrTime.oi,rrTime.ir,rrTime.re,rrTime.eg,rrTime.gr,rrTime.re,rrTime.ey,rrTime.yc,subject,time_to_type
1201728,701008,1602304,1201728,2002880,5207488,5808352,1702448,3004320,901296,1502160,1902736,1201728,1101584,2303312,2503600,1602304,2203168,2103024,2804032,5808352,6609504,2403456,3505040,1502160,2203168,2703888,1902736,1802592,3104464,500720,-600864,701008,600864,1101584,4406336,5207488,901296,2303312,400576,901296,1201728,400576,400576,1602304,1802592,300432,1301872,1502160,1902736,5007200,6008640,1602304,2804032,1001440,1602304,2002880,1101584,1101584,2403456,44,34349392
1001440,701008,1402016,901296,1702448,1902736,1001440,1402016,2103024,400576,1702448,2203168,1101584,2103024,2203168,2203168,1402016,2103024,1902736,2403456,2804032,1702448,2002880,2804032,1402016,2703888,2904176,2103024,2904176,2904176,0,-500720,701008,200288,701008,1201728,100144,701008,1502160,-300432,701008,1201728,400576,1101584,1402016,1201728,200288,1402016,1201728,1402016,2103024,801152,1301872,2203168,701008,1702448,1902736,1402016,1902736,2103024,44,24234848
901296,701008,1201728,1301872,1502160,2303312,801152,1802592,2303312,1001440,1602304,2002880,1602304,1802592,2804032,2002880,1402016,1802592,2002880,2303312,2904176,1602304,2603744,3004320,1702448,2303312,2804032,2303312,2603744,3505040,0,-400576,500720,701008,801152,1502160,200288,1001440,1502160,300432,901296,1301872,801152,1101584,2002880,1101584,300432,1101584,1402016,1602304,2103024,1001440,1802592,2203168,1001440,1602304,2103024,1502160,1902736,2703888,44,27038880
1001440,701008,1602304,1201728,1902736,2103024,1201728,1402016,2203168,400576,1702448,1802592,1201728,1201728,2203168,2303312,1402016,2303312,2103024,2603744,2904176,2002880,2103024,2904176,1201728,2403456,2603744,2002880,2002880,2904176,0,-600864,901296,500720,1001440,1402016,400576,600864,1502160,-300432,901296,1101584,400576,400576,1402016,1301872,100144,1602304,1402016,1702448,2203168,1201728,1301872,2203168,500720,1602304,1902736,1201728,1201728,2103024,44,24234848
1402016,1402016,2203168,3404896,1402016,4506480,1702448,5307632,2603744,1802592,3004320,3805472,2303312,4706768,4105904,1902736,2303312,2804032,4005760,2203168,5207488,2303312,5908496,3204608,2503600,3905616,4506480,2904176,5307632,4706768,801152,901296,1301872,2804032,801152,3705328,1001440,4706768,2002880,1201728,2303312,2904176,1602304,4105904,3505040,1301872,1802592,1902736,3404896,1602304,4406336,1602304,5307632,2603744,1902736,3204608,3605184,2203168,4706768,4105904,45,47568400
1201728,1902736,1902736,3404896,1301872,2203168,1201728,3505040,1201728,2103024,2703888,2804032,1602304,2002880,4406336,2002880,2603744,2603744,4105904,2002880,2603744,1902736,4206048,1702448,2904176,3404896,3705328,2103024,2703888,5407776,200288,1101584,1201728,2703888,600864,1502160,801152,2804032,500720,1602304,1902736,2103024,701008,1502160,3705328,1001440,1802592,1902736,3404896,1301872,1902736,1502160,3505040,1001440,2403456,2603744,3004320,1201728,2203168,4706768,45,36852992
1101584,1702448,3805472,2103024,1301872,5007200,1402016,4706768,2103024,2103024,2703888,3104464,1502160,2904176,3605184,1902736,2603744,4506480,2703888,2203168,5608064,2103024,5407776,2703888,2603744,3505040,3705328,2103024,3705328,4306192,400576,901296,2904176,1402016,701008,4105904,801152,4005760,1402016,1502160,2203168,2303312,901296,2303312,2804032,1201728,1802592,3605184,2002880,1602304,4706768,1502160,4706768,2002880,2002880,3004320,2904176,1502160,3104464,3505040,45,42260768
1201728,1902736,2703888,2503600,1702448,4206048,1702448,2703888,3004320,3905616,1101584,1402016,4306192,4005760,6108784,1902736,2904176,3404896,3304752,2403456,5007200,2403456,3404896,3705328,4306192,1802592,2103024,4806912,4907056,7110224,500720,1201728,1702448,1802592,901296,3505040,901296,2002880,2303312,3204608,701008,701008,3605184,3505040,5207488,1201728,2203168,2403456,2603744,1602304,4306192,1602304,2703888,3004320,3605184,1402016,1402016,4105904,4406336,6208928,45,50572720
1402016,1902736,2403456,1702448,2303312,5708208,1301872,2904176,3404896,3004320,2603744,3304752,2403456,2303312,4206048,2002880,2804032,3104464,2403456,3104464,6409216,1502160,3505040,4005760,3404896,3404896,4005760,3004320,3104464,4907056,600864,1301872,1502160,1001440,1602304,4907056,600864,2703888,2804032,2403456,2203168,2503600,1702448,1702448,3404896,1201728,2203168,2203168,1702448,2403456,5608064,801152,3304752,3404896,2804032,3004320,3204608,2303312,2503600,4105904,45,47167824
1902736,1902736,1602304,2403456,2403456,2603744,3104464,1702448,2804032,3605184,1802592,8111664,1902736,2403456,3004320,2603744,2904176,2603744,3104464,3404896,3304752,3805472,2403456,3505040,4306192,2503600,8812672,2603744,3104464,3705328,1201728,1201728,600864,1402016,1702448,1602304,2403456,1001440,2103024,2904176,1101584,7410656,1201728,1702448,2303312,1902736,2203168,1602304,2103024,2703888,2303312,3104464,1702448,2804032,3605184,1802592,8111664,1902736,2403456,3004320,45,49370992
1502160,1702448,2403456,2503600,1602304,3104464,1802592,2503600,3004320,4105904,1402016,1502160,6108784,2103024,3705328,2103024,2603744,3204608,3104464,2503600,3905616,2503600,3104464,3705328,4907056,2103024,2303312,6809792,2703888,4506480,701008,1101584,1502160,1702448,1001440,2203168,1001440,1802592,2403456,3404896,600864,801152,5307632,1402016,3104464,1301872,2002880,2303312,2303312,1902736,3004320,1702448,2403456,3104464,4206048,1301872,1602304,6008640,2002880,3905616,45,43462496
1702448,1402016,2403456,2103024,2103024,2403456,1702448,2303312,2603744,3605184,1402016,1201728,3805472,3304752,2603744,2203168,2603744,3104464,2804032,2804032,3104464,2403456,3204608,3304752,4306192,2103024,1902736,4506480,4005760,3304752,1101584,901296,1201728,1402016,1402016,1702448,1001440,1602304,1702448,2904176,701008,500720,3104464,2603744,1902736,1602304,2103024,1902736,2103024,2103024,2403456,1702448,2503600,2403456,3605184,1402016,1201728,3805472,3304752,2603744,45,37954576
1402016,1902736,1802592,2203168,1602304,5407776,1602304,2804032,3404896,3905616,1402016,1602304,5908496,3204608,3505040,2203168,2603744,2503600,2804032,2303312,6108784,2203168,3505040,4005760,4606624,2203168,2203168,6509360,3905616,4105904,701008,1101584,1101584,1502160,1001440,4706768,901296,2203168,2703888,3304752,701008,801152,5307632,2603744,2804032,1502160,1802592,1802592,2103024,1702448,5407776,1502160,2904176,3304752,4005760,1502160,1402016,5908496,3304752,3404896,45,47968976
1402016,1702448,1802592,2002880,1602304,2804032,1702448,1702448,3004320,3605184,3605184,5007200,2403456,3004320,2904176,2103024,2904176,2603744,2703888,2303312,3304752,2403456,2403456,3605184,4306192,4306192,5708208,3004320,3705328,3605184,701008,1001440,600864,1201728,901296,2103024,1201728,1001440,2303312,3004320,2904176,4306192,1702448,2403456,2203168,1402016,2203168,1402016,1902736,1602304,2603744,1902736,1702448,2904176,3705328,3605184,5007200,2303312,3104464,2904176,45,45064800
1301872,1802592,2203168,2503600,1502160,4907056,1802592,2503600,3104464,3605184,1402016,1301872,6309072,2403456,3505040,1902736,2603744,2904176,3104464,2403456,5608064,2303312,3204608,3705328,4306192,2203168,2002880,7110224,3204608,4406336,500720,1201728,1402016,1802592,901296,4005760,1101584,2002880,2403456,3004320,701008,500720,5608064,1602304,2703888,1101584,2002880,2103024,2403456,1802592,4706768,1602304,2703888,3004320,3705328,1502160,1201728,6409216,2403456,3605184,45,43662784
1402016,1602304,2203168,2403456,1402016,2103024,1702448,2403456,3004320,3104464,1502160,1101584,4306192,2303312,2904176,2103024,2804032,2904176,3104464,2103024,2804032,2603744,3104464,3505040,3805472,2203168,1802592,5007200,3004320,3605184,701008,901296,1001440,1702448,701008,1402016,1001440,1502160,2303312,2603744,801152,400576,3605184,1602304,2203168,1402016,2103024,1702448,2403456,1402016,2103024,1902736,2203168,2804032,3304752,1502160,1101584,4306192,2303312,2904176,45,36051840
1802592,2203168,2103024,2503600,2103024,14320592,2703888,2403456,2303312,2904176,4706768,2303312,5808352,1602304,3805472,2503600,2804032,2703888,3204608,2703888,14921456,3404896,2904176,2904176,3605184,5908496,3004320,6409216,2303312,4606624,1201728,1502160,1502160,1902736,1402016,13719728,2103024,1702448,1802592,2303312,4005760,1101584,5107344,1001440,3104464,1902736,2103024,2103024,2603744,2002880,14320592,2804032,2203168,2403456,3004320,5207488,1802592,5708208,1702448,3905616,38,57682944
2403456,2103024,2303312,2403456,2002880,3104464,1802592,2804032,2203168,3304752,1902736,1902736,4506480,3505040,2002880,3104464,2603744,3104464,2904176,2703888,3705328,2804032,3505040,2904176,4005760,2603744,2603744,5207488,4306192,2703888,1502160,1402016,1802592,1602304,1502160,2403456,1201728,1802592,1502160,2603744,1201728,1201728,3805472,2804032,1201728,2203168,1902736,2603744,2103024,2203168,3004320,2203168,2503600,2203168,3304752,1902736,1902736,4506480,3605184,1902736,38,42260768
1602304,1902736,1902736,2103024,2103024,4005760,2002880,3304752,2904176,2603744,3605184,1902736,3705328,2103024,2904176,2303312,2503600,2503600,2603744,2804032,4506480,2703888,3805472,3505040,3204608,4306192,2403456,4306192,2804032,3505040,901296,1201728,1301872,1502160,1602304,3304752,1502160,2603744,2403456,2002880,3004320,1201728,3204608,1502160,2203168,1602304,1802592,1902736,2002880,2303312,3805472,2203168,3104464,3004320,2603744,3705328,1702448,3805472,2203168,2804032,38,42761488
2403456,1902736,6208928,2403456,1301872,2203168,11616704,1402016,6609504,2904176,1702448,1301872,3404896,3505040,4306192,2904176,2603744,6409216,3104464,2002880,2603744,12317712,2103024,7310512,3605184,2403456,2503600,4306192,4206048,5007200,1702448,1402016,5507920,2203168,600864,1502160,11216128,701008,5908496,2203168,1001440,600864,2203168,2603744,3605184,2203168,2103024,5708208,2904176,1301872,1902736,11917136,1402016,6609504,2904176,1702448,1802592,3104464,3304752,4306192,38,57382512
2002880,2103024,1502160,2002880,1702448,3905616,2103024,2804032,4306192,2603744,2904176,2804032,3905616,2904176,3404896,2603744,2703888,2303312,2703888,2403456,4406336,2804032,3404896,4907056,3004320,4105904,3505040,4606624,3605184,4005760,1301872,1502160,901296,1201728,1001440,3204608,1602304,2103024,3705328,2002880,2503600,1602304,3204608,2203168,2703888,1902736,2103024,1702448,1902736,1702448,3705328,2303312,2703888,4306192,2403456,3705328,2303312,3905616,2904176,3304752,38,45265088
2103024,1702448,1602304,2203168,1602304,2703888,2303312,2203168,2103024,3304752,1702448,1602304,4005760,2703888,1802592,2904176,2403456,2603744,2603744,2603744,3404896,2804032,2904176,2804032,3805472,2403456,2403456,4706768,3404896,2503600,1402016,901296,901296,1201728,1201728,1702448,1602304,1702448,1402016,2603744,1201728,901296,3204608,2002880,1101584,2203168,1602304,1902736,1602304,2203168,2403456,2103024,2403456,2103024,3104464,1902736,1702448,3905616,2703888,1802592,38,38255008
1602304,2002880,1502160,1802592,2103024,3304752,2203168,2303312,4105904,2303312,3605184,3505040,3204608,3404896,2002880,2103024,2603744,2203168,2804032,2804032,4005760,3004320,2804032,4506480,2804032,4206048,4206048,3805472,4005760,2703888,1001440,1502160,901296,1101584,1101584,2603744,1502160,1502160,3605184,1902736,3104464,2904176,2503600,2804032,1402016,1502160,2103024,1602304,2103024,1802592,3304752,2303312,2002880,4005760,2403456,3705328,3605184,3104464,3404896,2103024,38,43562640
1502160,4206048,1902736,2403456,2804032,2203168,2103024,1602304,2203168,3104464,1602304,1702448,5608064,4105904,2804032,2002880,4706768,2603744,2904176,3505040,2603744,2804032,2603744,2904176,3805472,2303312,2403456,6409216,4806912,3505040,701008,3705328,1402016,1702448,2303312,1502160,1702448,901296,1201728,2403456,901296,1001440,4907056,3304752,2103024,1201728,4206048,2103024,2203168,3004320,1902736,2403456,1902736,1902736,3104464,1602304,1702448,5708208,4005760,2804032,38,44463936
1001440,2103024,2403456,1802592,1902736,4606624,2002880,2503600,2403456,2103024,3304752,3805472,3805472,1802592,2303312,1702448,2603744,2904176,2303312,2403456,5107344,2603744,3104464,3004320,2503600,4306192,4506480,4506480,2503600,3004320,701008,1402016,1902736,1301872,1402016,4105904,1502160,1902736,1802592,1502160,2904176,2804032,3104464,1101584,1602304,1402016,1902736,2403456,1802592,1902736,4606624,2103024,2503600,2403456,1902736,3905616,3505040,3805472,1802592,2303312,38,42160624
1702448,2303312,2203168,2103024,1402016,2103024,1502160,1902736,2103024,2603744,2403456,2103024,3605184,4506480,1602304,2403456,2804032,2703888,2804032,2103024,2603744,2403456,2904176,2804032,3104464,3104464,2804032,4306192,4907056,2303312,1001440,1602304,1702448,1602304,701008,1402016,1001440,1001440,1101584,1902736,1902736,1402016,2904176,3805472,1201728,1702448,2103024,2203168,2303312,1402016,1902736,1902736,2002880,1802592,2403456,2603744,2103024,3605184,4206048,1902736,38,37954576
1602304,2503600,4406336,1902736,1402016,3605184,2002880,2603744,3204608,2403456,2303312,2904176,4206048,2603744,2804032,2203168,3204608,5007200,2403456,2103024,4206048,2703888,3004320,3905616,2904176,3304752,3505040,4706768,3304752,3505040,901296,1902736,3705328,1301872,901296,2904176,1402016,1902736,2804032,1702448,1802592,1902736,3605184,2103024,2103024,1502160,2603744,4306192,1802592,1602304,3505040,2103024,2303312,3505040,2203168,2804032,2503600,4105904,2804032,2804032,38,44564080
2403456,1902736,1301872,2002880,1602304,2403456,1902736,2103024,2403456,2804032,1702448,2904176,4206048,2904176,1802592,2804032,2403456,2103024,2403456,2303312,2904176,2603744,2804032,3104464,3505040,2203168,3605184,4907056,3605184,2503600,1702448,1502160,801152,1201728,1201728,1702448,1402016,1402016,1702448,2103024,1001440,2403456,3505040,2203168,1101584,2103024,2002880,1602304,1602304,1902736,2203168,2103024,2103024,2403456,2804032,1502160,3104464,4206048,2904176,1802592,38,38956016
2103024,1902736,5407776,3505040,1602304,4206048,2103024,3505040,2804032,3605184,1301872,2503600,4706768,3004320,3104464,2603744,2804032,5908496,4306192,2103024,5007200,2904176,4306192,3505040,4105904,2002880,2904176,5407776,3805472,3705328,1402016,1402016,4506480,3004320,801152,3705328,1301872,2703888,2002880,2904176,801152,1802592,4306192,2303312,2303312,1902736,2303312,5007200,3805472,1301872,4506480,2103024,3505040,2703888,3404896,1502160,2203168,5007200,3104464,2904176,39,53577040
1201728,1902736,3304752,2103024,1201728,3505040,1502160,3304752,1902736,3805472,1301872,2002880,4306192,2002880,3204608,1902736,2603744,4005760,3104464,1902736,4206048,2203168,4206048,2603744,4907056,2103024,2703888,5007200,3004320,3905616,500720,1201728,2603744,1402016,200288,2804032,801152,2603744,1001440,3104464,200288,1201728,3605184,1301872,2203168,1201728,1902736,3304752,2403456,901296,3505040,1502160,3505040,1702448,4206048,1001440,1902736,4306192,2303312,2904176,39,40558320
2002880,1702448,3204608,2603744,1502160,4105904,1502160,3705328,2303312,3805472,1101584,1902736,4206048,2203168,2904176,2603744,2503600,3705328,3404896,2002880,4806912,2303312,4406336,2904176,4306192,2002880,2503600,4806912,3004320,3505040,1402016,1101584,2403456,2103024,701008,3605184,801152,2904176,1602304,3204608,600864,1001440,3605184,1602304,2103024,2002880,1902736,2904176,2904176,1201728,4306192,1602304,3605184,2203168,3705328,1502160,1602304,4206048,2403456,2703888,39,43362352
2203168,1201728,4005760,2103024,1001440,4506480,901296,3505040,1902736,3605184,1201728,3605184,4206048,2403456,2804032,2703888,2103024,4706768,3104464,1702448,4907056,1602304,4206048,2703888,4306192,1902736,4306192,4706768,3104464,3304752,1502160,701008,3104464,1402016,0,3805472,500720,2804032,1201728,2804032,500720,2904176,3505040,1902736,2103024,2002880,1602304,3805472,2403456,701008,4206048,1201728,3505040,2002880,3505040,1201728,3605184,4005760,2603744,2603744,39,42961776
1702448,5608064,500720,3404896,1201728,5007200,1201728,3605184,2103024,2403456,3705328,3404896,2804032,6909936,0,2403456,5608064,1201728,3905616,1802592,5608064,1902736,4306192,2603744,3104464,4506480,4005760,3304752,6909936,400576,1101584,4907056,500720,2703888,701008,4406336,600864,2904176,1402016,1902736,3004320,2603744,2203168,6409216,0,1802592,4907056,1201728,3204608,1301872,5007200,1301872,3605184,1902736,2603744,3805472,3204608,2703888,6409216,400576,39,47868832
2303312,1502160,3104464,2303312,901296,4406336,1802592,3805472,3505040,9313392,1201728,1402016,4506480,3004320,2904176,3004320,2403456,3805472,3204608,1702448,5107344,2503600,4506480,4306192,9814112,2203168,2203168,5007200,3805472,3404896,1301872,801152,2203168,1602304,0,3605184,1101584,3104464,2804032,8512240,701008,400576,3705328,2503600,2103024,2002880,1702448,2904176,2503600,801152,4306192,1802592,3805472,3605184,9012960,1702448,1201728,4206048,3304752,2603744,39,49571280
2103024,1402016,2703888,2103024,1301872,4706768,1902736,3705328,2303312,4005760,1402016,2904176,2904176,3505040,3104464,2603744,2303312,3304752,2804032,2002880,5207488,2703888,4406336,2904176,4406336,2002880,3605184,3404896,4206048,3705328,1502160,901296,1802592,1502160,600864,4005760,1402016,2904176,1602304,3404896,1001440,2303312,2203168,3004320,2403456,2002880,1802592,2403456,2203168,1301872,4506480,2203168,3605184,2203168,3805472,1602304,3004320,2703888,3705328,3004320,39,45064800
1902736,1402016,3204608,2002880,801152,4206048,1902736,3805472,2403456,4005760,1201728,3104464,2403456,4005760,2303312,2603744,2203168,3805472,2804032,1702448,4907056,2603744,4606624,3104464,4506480,1902736,3805472,3104464,4706768,3104464,1201728,701008,2403456,1402016,0,3304752,1201728,3104464,1602304,3304752,701008,2403456,1702448,3304752,1602304,1902736,1502160,3004320,2203168,901296,4005760,1902736,3905616,2303312,3805472,1402016,3104464,2403456,4005760,2403456,39,42961776
1201728,1902736,3805472,1802592,1402016,4406336,1902736,3304752,2503600,3605184,1201728,2904176,3404896,3304752,4706768,1902736,2703888,4506480,2503600,2103024,5107344,2503600,4005760,3004320,4206048,1902736,3605184,4005760,3805472,5407776,500720,1201728,3004320,1101584,701008,3705328,1201728,2703888,1802592,3104464,600864,2203168,2703888,2703888,4206048,1201728,2002880,3705328,1802592,1402016,4406336,1802592,3404896,2303312,3705328,1301872,2904176,3304752,3204608,4907056,39,47368112
1802592,1201728,3104464,1702448,901296,5007200,1001440,3304752,1902736,3304752,1201728,2603744,2503600,3905616,3004320,2303312,2203168,3905616,2603744,1602304,5507920,1702448,4005760,2603744,3705328,1902736,3505040,3304752,4606624,3705328,1101584,701008,2103024,901296,0,4306192,500720,2603744,1201728,2603744,801152,1902736,1602304,3104464,2303312,1602304,1702448,2904176,1802592,701008,4806912,1201728,3304752,1902736,3004320,1502160,2804032,2403456,3805472,3004320,39,41259328
1802592,1101584,2603744,1802592,1402016,4306192,1802592,3705328,2403456,2403456,3905616,4105904,2503600,2002880,3805472,2804032,1702448,3204608,2603744,2002880,4907056,2603744,4406336,2904176,3004320,4506480,4806912,3104464,2703888,4406336,1101584,100144,2002880,1201728,600864,3705328,1201728,2904176,1702448,1902736,3304752,3505040,1802592,1402016,3104464,2103024,701008,2603744,2002880,1201728,4306192,2002880,3605184,2203168,2503600,3905616,4206048,2403456,2103024,3705328,39,45265088
2703888,901296,4005760,1902736,1502160,4206048,1502160,3104464,1602304,3605184,1201728,2804032,2603744,3505040,2203168,4105904,1902736,4706768,2904176,2203168,4907056,2203168,3805472,2303312,4005760,1902736,3505040,3104464,4206048,2904176,1902736,-500720,3004320,1201728,500720,3505040,801152,2403456,901296,2904176,801152,2103024,1902736,3004320,1502160,3304752,500720,3705328,2203168,1201728,4206048,1502160,3104464,1602304,3304752,1502160,2804032,2403456,3705328,2203168,39,41159184
1101584,1402016,1001440,1602304,1201728,3805472,1402016,2503600,1101584,2904176,1402016,1502160,1101584,1201728,1301872,1802592,2403456,1902736,2203168,1902736,4506480,2103024,3204608,1802592,3505040,1902736,2103024,1902736,2002880,2002880,200288,701008,0,701008,600864,3104464,701008,1802592,400576,2203168,801152,1001440,500720,400576,500720,901296,1702448,901296,1301872,1301872,3805472,1402016,2503600,1101584,2804032,1301872,1602304,1301872,1201728,1201728,36,28841472
901296,1502160,1201728,1301872,1201728,2203168,701008,2103024,901296,1702448,1402016,1702448,1001440,1101584,1402016,1602304,2403456,1902736,2303312,1902736,2904176,1402016,3004320,1602304,2703888,2103024,2403456,1802592,2002880,2103024,200288,801152,300432,600864,200288,1502160,0,1402016,0,1001440,400576,1001440,300432,300432,500720,901296,1702448,1001440,1602304,901296,2203168,701008,2303312,701008,2002880,1101584,1702448,1101584,1201728,1201728,36,23934416
1802592,1301872,1201728,1101584,6208928,2603744,1001440,2603744,1001440,1402016,1402016,1702448,1101584,1301872,1301872,2002880,1902736,1902736,1702448,7010080,3204608,1602304,3204608,1702448,2203168,2103024,2403456,1902736,1902736,1902736,1001440,1101584,600864,400576,5608064,1802592,400576,2002880,400576,701008,600864,1001440,400576,500720,701008,1201728,1702448,1301872,1001440,6409216,2403456,1001440,2603744,1101584,1502160,1301872,1702448,1201728,1101584,1301872,36,31044640
701008,1502160,1101584,1201728,1201728,2203168,400576,1602304,1001440,1201728,1402016,1902736,1201728,2403456,1402016,1502160,2403456,1802592,2203168,1902736,2904176,1201728,2403456,1702448,2103024,2103024,2703888,2103024,3104464,2403456,0,701008,200288,500720,200288,1502160,-300432,801152,200288,500720,500720,1201728,400576,1502160,701008,801152,1602304,901296,1502160,901296,2203168,500720,1602304,901296,1402016,1201728,2002880,1301872,2203168,1702448,36,23934416
901296,1502160,901296,1402016,901296,4105904,600864,2103024,1001440,1502160,1301872,1502160,5908496,0,500720,1502160,2303312,1802592,2203168,1602304,4806912,1301872,2703888,1702448,2103024,1902736,2103024,5908496,0,1201728,200288,901296,100144,500720,100144,3404896,-100144,1402016,400576,801152,701008,901296,5307632,0,500720,801152,1702448,1001440,1301872,801152,4105904,600864,2002880,1101584,1402016,1301872,1502160,5307632,0,1201728,36,28040320
701008,1402016,1201728,1001440,1201728,2503600,500720,2203168,901296,1201728,1402016,1602304,1001440,1402016,1702448,1402016,2403456,2002880,1702448,1902736,3204608,1201728,2603744,1602304,2203168,2203168,2403456,1702448,2203168,2403456,-300432,701008,200288,200288,500720,1802592,-200288,1502160,500720,500720,400576,801152,200288,701008,901296,400576,1702448,1001440,901296,1201728,2503600,500720,1902736,1201728,1502160,1201728,1602304,901296,1502160,1602304,36,23433696
801152,1301872,801152,1301872,1201728,3605184,701008,1702448,1101584,1101584,1301872,24435136,2103024,1201728,2303312,1301872,2103024,1702448,1802592,1702448,4306192,1101584,2303312,1702448,1902736,2002880,25136144,2703888,1802592,2904176,0,801152,0,400576,701008,3104464,0,1301872,500720,500720,500720,23734128,1402016,600864,1702448,500720,1602304,901296,901296,1201728,3805472,400576,1902736,1101584,1301872,1201728,24435136,2002880,1201728,2303312,36,51974736
701008,1402016,701008,1201728,1201728,2804032,500720,1902736,901296,1001440,1402016,1402016,901296,1201728,1702448,1402016,2103024,1402016,2103024,1902736,3505040,1201728,2603744,1702448,2002880,2203168,2103024,1702448,2002880,2403456,0,701008,0,500720,300432,2103024,-200288,1201728,200288,200288,400576,600864,200288,400576,901296,701008,1402016,701008,1402016,1001440,2804032,500720,1902736,1001440,1201728,1201728,1301872,1001440,1201728,1602304,36,22532400
1702448,1902736,1201728,1101584,1101584,3605184,600864,1802592,1001440,1101584,1201728,11115984,1101584,1301872,1402016,2503600,2804032,1902736,1802592,1802592,4206048,1001440,2403456,1602304,1802592,1902736,11816992,1902736,1902736,2103024,1101584,1101584,300432,400576,400576,2904176,0,1402016,400576,500720,500720,10414976,400576,500720,801152,1902736,2002880,1001440,1101584,1101584,3505040,400576,2002880,1001440,1201728,1201728,11115984,1201728,1101584,1502160,36,34950256
1001440,1402016,1201728,1001440,1101584,3805472,500720,1902736,1201728,1201728,1602304,1902736,1201728,1402016,1802592,1702448,2403456,1902736,1902736,1802592,4306192,1201728,2703888,1902736,1902736,2303312,2403456,1902736,2103024,2603744,0,701008,200288,300432,200288,3104464,0,1201728,400576,500720,901296,1201728,701008,701008,1101584,701008,1702448,901296,1201728,901296,3605184,701008,2002880,1101584,1201728,1602304,1702448,1402016,1402016,1902736,36,25737008
701008,1402016,1101584,901296,1201728,3605184,801152,2002880,1201728,3805472,1001440,1502160,1402016,901296,1502160,1101584,2103024,2002880,1602304,1802592,4306192,1301872,2703888,2002880,4306192,1502160,2002880,2203168,1602304,2103024,0,1001440,400576,0,500720,3004320,100144,1502160,500720,3004320,500720,1001440,901296,100144,801152,400576,1702448,1301872,701008,1101584,3705328,600864,2203168,1301872,3505040,1001440,1502160,1702448,801152,1402016,36,26838592
500720,1402016,901296,1001440,1402016,2904176,701008,1602304,901296,1201728,1502160,1402016,1402016,701008,1902736,1201728,2303312,1602304,1902736,1602304,3605184,1201728,2303312,1702448,2203168,2203168,2103024,2303312,1702448,2603744,-200288,701008,0,300432,500720,2703888,0,1101584,200288,400576,500720,701008,701008,-200288,901296,500720,1602304,701008,1201728,701008,3404896,500720,1802592,1001440,1402016,1201728,1402016,1602304,801152,1602304,36,23033120
1702448,901296,1402016,2503600,1301872,1402016,1402016,2203168,2103024,1502160,701008,2303312,1201728,1502160,3104464,3204608,2403456,2103024,4005760,2904176,2303312,2603744,2904176,3304752,2904176,1902736,3304752,2002880,2503600,4005760,600864,-600864,-100144,1802592,-200288,-200288,500720,1001440,1402016,300432,-701008,1101584,200288,701008,2103024,2103024,901296,600864,3304752,1402016,701008,1702448,1702448,2603744,1702448,500720,2103024,1001440,1702448,3004320,37,31144784
901296,1001440,1101584,1902736,1402016,1001440,1402016,1201728,2303312,1201728,801152,2002880,1502160,1402016,1502160,2303312,2103024,1802592,3304752,2904176,2002880,2303312,2103024,3304752,2703888,2002880,3004320,2203168,2103024,2203168,0,-400576,0,1201728,0,-500720,400576,300432,1402016,200288,-701008,801152,500720,701008,801152,1402016,701008,701008,2603744,1502160,500720,1301872,1201728,2403456,1702448,500720,1802592,1201728,1402016,1502160,37,23633984
1001440,1001440,1201728,2603744,4005760,2603744,5808352,1502160,2203168,1001440,701008,2002880,1201728,1402016,1702448,2503600,2203168,1902736,3705328,5107344,3204608,6809792,2203168,2904176,2103024,1702448,2904176,1902736,2103024,2303312,200288,-500720,0,1902736,2904176,1502160,5207488,500720,1502160,300432,-400576,1001440,300432,701008,1001440,1702448,701008,701008,3004320,4005760,2103024,6208928,1201728,2203168,1402016,600864,1902736,1001440,1402016,1602304,37,32947376
1301872,701008,1101584,1902736,1402016,1001440,1402016,1101584,2203168,1201728,701008,2203168,801152,1502160,1201728,2403456,1802592,1802592,2804032,2904176,1702448,2403456,1902736,2904176,2603744,1902736,2804032,1602304,2203168,1902736,0,-400576,0,1201728,500720,-500720,701008,100144,1402016,500720,-701008,1001440,200288,701008,500720,1101584,701008,701008,2103024,2002880,200288,1702448,901296,2103024,1902736,500720,1602304,1001440,1402016,1201728,37,22832832
1001440,701008,1201728,1902736,1702448,901296,1201728,1502160,2203168,1101584,701008,1902736,1001440,1402016,1301872,2203168,1902736,1802592,3605184,3004320,1602304,2203168,2103024,3004320,2403456,1702448,2904176,1802592,2002880,2002880,0,-500720,0,1301872,0,-400576,500720,500720,1602304,300432,-600864,901296,0,600864,701008,1201728,701008,600864,3004320,1301872,300432,1502160,1101584,2403456,1602304,400576,1902736,801152,1201728,1402016,37,23133264
